"Year","Date","Station","Survey","SurveyRep","SurveyCode","Index","TimeStart","DWRStationNo","TowDuration","Region","Depth","ECSurfacePreTow","ECBottomPreTow","Temperature","Secchi","Chl_a","MeterDiff","Volume","ACARTELA","ACARTIA","DIAPTOM","EURYTEM","OTHCALAD","PDIAPFOR","PDIAPMAR","SINOCAL","TORTANUS","ALLCALADULTS","AVERNAL","LIMNOSPP","LIMNOSINE","LIMNOTET","OITHDAV","OITHSIM","OITHSPP","OTHCYCAD","ALLCYCADULTS","HARPACT","CALJUV","EURYJUV","OTHCALJUV","PDIAPJUV","SINOCALJUV","ASINEJUV","ACARJUV","DIAPTJUV","TORTJUV","ALLCALJUV","CYCJUV","LIMNOJUV","OITHJUV","OTHCYCJUV","ALLCYCJUV","COPNAUP","EURYNAUP","OTHCOPNAUP","PDIAPNAUP","SINONAUP","ALLCOPNAUP","BOSMINA","DAPHNIA","DIAPHAN","OTHCLADO","ALLCLADOCERA","ASPLANCH","KERATELA","OTHROT","POLYARTH","SYNCH","SYNCHBIC","TRICHO","BARNNAUP","CRABZOEA","TowDuration.y","Depth.y","ECSurfacePreTow.y","ECBottomPreTow.y","Temperature.y","Secchi.y","Chl_a.y","Acanthomysis.aspera","Acanthomysis.hwanhaiensis","Alienacanthomysis.macropsis","Deltamysis.holmquistae","Hyperacanthomysis.longirostris","Neomysis.kadiakensis","Neomysis.mercedis","Unidentified.mysid","Month","Lat","Lon","NJ_BPUV","JA_BPUV","JAC_BPUV","NJAC_BPUV","AC_BPUV","M_BPUV","JACM_BPUV","NJACM_BPUV","ACM_BPUV"
1974,1974-03-18,"NZ048",3,1,19740301,1,NA,"D8",10,"West",NA,158,NA,12.7,29,NA,1838,8.532022692,NA,0,46.9,18,0,NA,NA,NA,NA,64.9,137.8,NA,NA,NA,NA,NA,NA,0,137.8,35.2,44,NA,NA,NA,NA,NA,NA,NA,NA,44,1555.6,NA,NA,NA,1555.6,7.6,NA,NA,NA,NA,7.6,35.2,46.9,0,5.9,87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,158,NA,12.7,29,NA,NA,NA,NA,NA,NA,NA,4.59,NA,"March",38.06,-121.9958333,51.6,199.8,287.8,295.4,243.8,4.59,292.39,299.99,248.39
1974,1974-03-18,"NZ054",3,1,19740301,1,NA,"D10",10,"West",NA,164,NA,12.8,30,NA,1687,7.831078499,NA,0,0,0,0,NA,NA,NA,NA,0,472,NA,NA,NA,NA,NA,NA,171.6,643.6,0,114.9,NA,NA,NA,NA,NA,NA,NA,NA,114.9,1952.2,NA,NA,NA,1952.2,17.9,NA,NA,NA,NA,17.9,30.6,0,0,25.5,56.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,164,NA,12.8,30,NA,NA,NA,NA,NA,NA,NA,4.6,NA,"March",38.04583333,-121.9063889,132.8,586.9,643,660.9,528.1,4.6,647.6,665.5,532.7
1974,1974-03-18,"NZ060",3,1,19740301,1,NA,"D4",10,"West",NA,143,NA,12.8,28,NA,1623,7.533989569,NA,0,26.5,0,0,NA,NA,NA,NA,26.5,446,NA,NA,NA,NA,NA,NA,66.9,512.9,0,99.5,NA,NA,NA,NA,NA,NA,NA,NA,99.5,1605.5,NA,NA,NA,1605.5,13.3,NA,NA,NA,NA,13.3,51.8,132.7,0,73,257.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,143,NA,12.8,28,NA,NA,NA,NA,NA,NA,NA,1.23,NA,"March",38.06444444,-121.8288889,112.8,545.5,803,816.3,703.5,1.23,804.23,817.53,704.73
1974,1974-03-19,"NZD28",3,1,19740301,1,NA,"D28A",10,"South",NA,226,NA,13.9,40,NA,1469,6.819119333,NA,0,58.7,0,0,NA,NA,NA,NA,58.7,886.9,NA,NA,NA,NA,NA,NA,98.5,985.5,29.3,88,NA,NA,NA,NA,NA,NA,NA,NA,88,2562.2,NA,NA,NA,2562.2,66,NA,NA,NA,NA,66,149.6,0,0,14.7,164.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,226,NA,13.9,40,NA,NA,NA,NA,NA,NA,NA,0.62,NA,"March",37.98277778,-121.5772222,154,974.9,1139.2,1205.2,1051.2,0.62,1139.82,1205.82,1051.82
1974,1974-03-29,"NZ080",4,1,19740401,1,NA,NA,10,"South",NA,137,NA,13.3,38,NA,1608,7.136657439,NA,0,112.1,0,0,NA,NA,NA,NA,112.1,0,NA,NA,NA,NA,NA,NA,141.2,141.2,14,84.1,NA,NA,NA,NA,NA,NA,NA,NA,84.1,3601.7,NA,NA,NA,3601.7,32.2,NA,NA,NA,NA,32.2,142.9,112.1,0,28,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,137,NA,13.3,38,NA,NA,NA,NA,NA,NA,NA,0.81,NA,"March",38.07333333,-121.6766667,116.3,84.1,367.1,399.3,283,0.81,367.91,400.11,283.81
1974,1974-03-29,"NZ086",4,1,19740401,1,NA,"D26",10,"South",NA,128,NA,13,41,NA,1590,7.056769482,NA,0,0,0,0,NA,NA,NA,NA,0,142.8,NA,NA,NA,NA,NA,NA,0,142.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,3690.1,NA,NA,NA,3690.1,12.8,NA,NA,NA,NA,12.8,212.6,113.4,0,56.7,382.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,128,NA,13,41,NA,NA,NA,NA,NA,NA,NA,2.58,NA,"March",38.07777778,-121.5702778,12.8,142.8,525.5,538.3,525.5,2.58,528.08,540.88,528.08
1974,1974-03-29,"NZ092",4,1,19740401,1,NA,"P8",10,"South",NA,554,NA,15,52,NA,1667,7.398512407,NA,0,270.3,0,0,NA,NA,NA,NA,270.3,3406.1,NA,NA,NA,NA,NA,NA,908.3,4314.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,11580.7,NA,NA,NA,11580.7,317.6,NA,NA,NA,NA,317.6,1986.9,7028.4,337.9,0,9353.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,554,NA,15,52,NA,NA,NA,NA,NA,NA,NA,2.97,NA,"March",37.97833333,-121.3819444,317.6,3406.1,12759.3,13076.9,12759.3,2.97,12762.27,13079.87,12762.27
1974,1974-03-29,"NZM10",4,1,19740401,1,NA,"MD10A",10,"South",NA,263,NA,15.2,39,NA,1214,5.387998837,NA,0,0,0,0,NA,NA,NA,NA,0,623.6,NA,NA,NA,NA,NA,NA,0,623.6,185.6,0,NA,NA,NA,NA,NA,NA,NA,NA,0,7951,NA,NA,NA,7951,37.1,NA,NA,NA,NA,37.1,8407.6,3340.8,0,278.4,12026.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,263,NA,15.2,39,NA,NA,NA,NA,NA,NA,NA,1.11,NA,"March",38.04361111,-121.4263889,37.1,623.6,12650.4,12687.5,12650.4,1.11,12651.51,12688.61,12651.51
1974,1974-04-01,"NZ064",4,1,19740401,1,NA,"D22",10,"North",NA,100,NA,11.1,32,NA,1460,6.479800908,NA,0,82.3,0,0,NA,NA,NA,NA,82.3,311.1,NA,NA,NA,NA,NA,NA,0,311.1,0,46.3,NA,NA,NA,NA,NA,NA,NA,NA,46.3,1676.6,NA,NA,NA,1676.6,0,NA,NA,NA,NA,0,209.9,82.3,0,277.8,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,100,NA,11.1,32,NA,NA,NA,NA,NA,NA,NA,0,NA,"April",38.08472222,-121.7380556,46.3,357.4,927.4,927.4,881.1,0,927.4,927.4,881.1
1974,1974-04-02,"NZ028",4,1,19740401,1,NA,"D7",10,"West",NA,147,NA,12.7,22,NA,1705,7.567164759,NA,0,0,0,0,NA,NA,NA,NA,0,166.5,NA,NA,NA,NA,NA,NA,66.6,233.1,0,74.3,NA,NA,NA,NA,NA,NA,NA,NA,74.3,3197,NA,NA,NA,3197,5.9,NA,NA,NA,NA,5.9,89.2,198.2,0,138.8,426.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,147,NA,12.7,22,NA,NA,NA,NA,NA,NA,NA,0.13,NA,"April",38.11722222,-122.0472222,80.2,240.8,667,672.9,592.7,0.13,667.13,673.03,592.83
1974,1974-04-02,"NZ032",4,1,19740401,1,NA,"NZ032",10,"West",NA,758,NA,13.9,22,NA,1743,7.735817112,NA,0,0,4032.1,64.6,NA,NA,NA,NA,4096.7,144.8,NA,NA,NA,NA,NA,NA,144.8,289.6,193.9,2068.3,NA,NA,NA,NA,NA,NA,NA,NA,2068.3,1737.4,NA,NA,NA,1737.4,81.9,NA,NA,NA,NA,81.9,12.9,0,0,0,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,758,NA,13.9,22,NA,NA,NA,NA,NA,NA,NA,48.12,NA,"April",38.17027778,-122.0208333,2150.2,6309.8,6322.7,6404.6,4254.4,48.12,6370.82,6452.72,4302.52
1974,1974-04-02,"NZ074",4,1,19740401,1,NA,"D12",10,"West",NA,156,NA,12.9,35,NA,1632,7.243174714,NA,0,0,0,0,NA,NA,NA,NA,0,942.3,NA,NA,NA,NA,NA,NA,0,942.3,0,269.2,NA,NA,NA,NA,NA,NA,NA,NA,269.2,2073,NA,NA,NA,2073,5.6,NA,NA,NA,NA,5.6,134.6,134.6,0,22.4,291.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,156,NA,12.9,35,NA,NA,NA,NA,NA,NA,NA,3.2,NA,"April",38.02222222,-121.8036111,274.8,1211.5,1503.1,1508.7,1233.9,3.2,1506.3,1511.9,1237.1
1974,1974-04-02,"NZS42",4,1,19740401,1,NA,"NZS42",10,"West",NA,147,NA,13.9,18,NA,1156,5.130582089,NA,0,311.9,6458.2,0,NA,NA,NA,NA,6770.1,523.9,NA,NA,NA,NA,NA,NA,0,523.9,701.7,1461.8,NA,NA,NA,NA,NA,NA,NA,NA,1461.8,7269.4,NA,NA,NA,7269.4,105.3,NA,NA,NA,NA,105.3,70.2,0,0,78,148.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,147,NA,13.9,18,NA,NA,NA,NA,NA,NA,NA,17.28,NA,"April",38.18055556,-122.0472222,1567.1,8443.9,8592.1,8697.4,7130.3,17.28,8609.38,8714.68,7147.58
1974,1974-04-03,"NZ042",4,1,19740401,1,NA,NA,10,"Far West",NA,161,NA,11.9,20,NA,1863,8.268403488,NA,0,0,0,0,NA,NA,NA,NA,0,243.8,NA,NA,NA,NA,NA,NA,0,243.8,24.2,217.7,NA,NA,NA,NA,NA,NA,NA,NA,217.7,4551.3,NA,NA,NA,4551.3,2.4,NA,NA,NA,NA,2.4,275.7,96.8,0,266.1,638.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,161,NA,11.9,20,NA,NA,NA,NA,NA,NA,NA,2.32,NA,"April",38.04916667,-122.0922222,220.1,461.5,1100.1,1102.5,882.4,2.32,1102.42,1104.82,884.72
1974,1974-04-03,"NZ048",4,1,19740401,1,NA,"D8",10,"West",NA,139,NA,12.2,14,NA,1657,7.354130209,NA,0,43.5,0,0,NA,NA,NA,NA,43.5,146.2,NA,NA,NA,NA,NA,NA,0,146.2,0,146.9,NA,NA,NA,NA,NA,NA,NA,NA,146.9,1370.7,NA,NA,NA,1370.7,3.3,NA,NA,NA,NA,3.3,189.3,217.6,0,304.6,711.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,139,NA,12.2,14,NA,NA,NA,NA,NA,NA,NA,0.11,NA,"April",38.06,-121.9958333,150.2,293.1,1004.6,1007.9,857.7,0.11,1004.71,1008.01,857.81
1974,1974-04-03,"NZ054",4,1,19740401,1,NA,"D10",10,"West",NA,136,NA,12.4,12,NA,1805,8.010986739,NA,0,233,0,0,NA,NA,NA,NA,233,111.8,NA,NA,NA,NA,NA,NA,0,111.8,0,187.2,NA,NA,NA,NA,NA,NA,NA,NA,187.2,2055.2,NA,NA,NA,2055.2,2.5,NA,NA,NA,NA,2.5,204.7,133.2,0,557.6,895.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,136,NA,12.4,12,NA,NA,NA,NA,NA,NA,NA,0.25,NA,"April",38.04583333,-121.9063889,189.7,299,1194.5,1197,1007.3,0.25,1194.75,1197.25,1007.55
1974,1974-04-03,"NZ060",4,1,19740401,1,NA,"D4",10,"West",NA,108,NA,11.3,10,NA,1753,7.78019931,NA,0,128.5,0,0,NA,NA,NA,NA,128.5,108,NA,NA,NA,NA,NA,NA,0,108,0,120.5,NA,NA,NA,NA,NA,NA,NA,NA,120.5,2213.3,NA,NA,NA,2213.3,4.8,NA,NA,NA,NA,4.8,231.4,192.8,0,867.6,1291.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,108,NA,11.3,10,NA,NA,NA,NA,NA,NA,NA,0.01,NA,"April",38.06444444,-121.8288889,125.3,228.5,1520.3,1525.1,1399.8,0.01,1520.31,1525.11,1399.81
1974,1974-04-04,"NZD28",4,1,19740401,1,NA,"D28A",10,"South",NA,238,NA,14.4,48,NA,1791,7.948851662,NA,0,0,38.6,0,NA,NA,NA,NA,38.6,126.8,NA,NA,NA,NA,NA,NA,0,126.8,12.6,37.7,NA,NA,NA,NA,NA,NA,NA,NA,37.7,2493.9,NA,NA,NA,2493.9,17.6,NA,NA,NA,NA,17.6,294.4,603.9,0,12.6,910.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,238,NA,14.4,48,NA,NA,NA,NA,NA,NA,NA,1,NA,"April",37.98277778,-121.5772222,55.3,203.1,1114,1131.6,1076.3,1,1115,1132.6,1077.3
1974,1974-04-15,"NZ080",4,2,19740402,1,NA,NA,10,"South",NA,153,NA,14.4,38,NA,1843,8.179639092,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,152.8,NA,NA,NA,NA,NA,NA,NA,NA,152.8,3183.5,NA,NA,NA,3183.5,8.2,NA,NA,NA,NA,8.2,0,1956.1,0,61.1,2017.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,153,NA,14.4,38,NA,NA,NA,NA,NA,NA,NA,0.08,NA,"April",38.07333333,-121.6766667,161,152.8,2170,2178.2,2017.2,0.08,2170.08,2178.28,2017.28
1974,1974-04-15,"NZ086",4,2,19740402,1,NA,"D26",10,"South",NA,156,NA,14.4,34,NA,1711,7.593794078,NA,0,79,0,0,NA,NA,NA,NA,79,0,NA,NA,NA,NA,NA,NA,0,0,0,148.1,NA,NA,NA,NA,NA,NA,NA,NA,148.1,5010.9,NA,NA,NA,5010.9,7.9,NA,NA,NA,NA,7.9,1291.8,3239.5,0,59.3,4590.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,156,NA,14.4,34,NA,NA,NA,NA,NA,NA,NA,3.53,NA,"April",38.07777778,-121.5702778,156,148.1,4738.7,4746.6,4590.6,3.53,4742.23,4750.13,4594.13
1974,1974-04-15,"NZ092",4,2,19740402,1,NA,"P8",10,"South",NA,387,NA,18.4,51,NA,1694,7.518344341,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,319.2,NA,NA,NA,NA,NA,NA,NA,NA,319.2,6077.9,NA,NA,NA,6077.9,0,NA,NA,NA,NA,0,1596.1,9789.4,0,0,11385.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,387,NA,18.4,51,NA,NA,NA,NA,NA,NA,NA,0.52,NA,"April",37.97833333,-121.3819444,319.2,319.2,11704.7,11704.7,11385.5,0.52,11705.22,11705.22,11386.02
1974,1974-04-15,"NZM10",4,2,19740402,1,NA,"MD10A",10,"South",NA,248,NA,18.3,38,NA,1794,7.962166321,NA,0,803.8,0,0,NA,NA,NA,NA,803.8,8102.3,NA,NA,NA,NA,NA,NA,2025.6,10127.9,0,301.4,NA,NA,NA,NA,NA,NA,NA,NA,301.4,22956.6,NA,NA,NA,22956.6,100.5,NA,NA,NA,NA,100.5,24355.2,32152.1,0,1205.7,57712.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,248,NA,18.3,38,NA,NA,NA,NA,NA,NA,NA,0.76,NA,"April",38.04361111,-121.4263889,401.9,8403.7,66116.7,66217.2,65815.3,0.76,66117.46,66217.96,65816.06
1974,1974-04-16,"NZ064",4,2,19740402,1,NA,"D22",10,"North",NA,135,NA,15,23,NA,1674,7.429579945,NA,0,53.8,0,0,NA,NA,NA,NA,53.8,90.4,NA,NA,NA,NA,NA,NA,0,90.4,0,80.8,NA,NA,NA,NA,NA,NA,NA,NA,80.8,2035.1,NA,NA,NA,2035.1,6.7,NA,NA,NA,NA,6.7,169.6,0,0,53.8,223.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,135,NA,15,23,NA,NA,NA,NA,NA,NA,NA,0.06,NA,"April",38.08472222,-121.7380556,87.5,171.2,394.6,401.3,313.8,0.06,394.66,401.36,313.86
1974,1974-04-17,"NZ028",4,2,19740402,1,NA,"D7",10,"West",NA,153,NA,15,18,NA,2030,9.009586194,NA,0,55.5,0,0,NA,NA,NA,NA,55.5,0,NA,NA,NA,NA,NA,NA,0,0,13.9,62.4,NA,NA,NA,NA,NA,NA,NA,NA,62.4,2540.6,NA,NA,NA,2540.6,6.9,NA,NA,NA,NA,6.9,474.5,333,0,152.6,960.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,153,NA,15,18,NA,NA,NA,NA,NA,NA,NA,40.61,NA,"April",38.11722222,-122.0472222,69.3,62.4,1022.5,1029.4,960.1,40.61,1063.11,1070.01,1000.71
1974,1974-04-17,"NZ032",4,2,19740402,1,NA,"NZ032",10,"West",NA,427,NA,16.1,19,NA,2043,9.067283052,NA,0,147,259.4,0,NA,NA,NA,NA,406.5,0,NA,NA,NA,NA,NA,NA,0,0,40.4,220.6,NA,NA,NA,NA,NA,NA,NA,NA,220.6,944.9,NA,NA,NA,944.9,4.8,NA,NA,NA,NA,4.8,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,427,NA,16.1,19,NA,NA,NA,NA,NA,NA,NA,11.39,NA,"April",38.17027778,-122.0208333,225.4,480,480,484.8,259.4,11.39,491.39,496.19,270.79
1974,1974-04-17,"NZ074",4,2,19740402,1,NA,"D12",10,"West",NA,167,NA,15.6,36,NA,1992,8.840933842,NA,0,181,0,0,NA,NA,NA,NA,181,0,NA,NA,NA,NA,NA,NA,988.1,988.1,0,237.5,NA,NA,NA,NA,NA,NA,NA,NA,237.5,2964.4,NA,NA,NA,2964.4,0,NA,NA,NA,NA,0,2755.4,2443.2,0,90.5,5289,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,167,NA,15.6,36,NA,NA,NA,NA,NA,NA,NA,0.51,NA,"April",38.02222222,-121.8036111,237.5,237.5,5526.6,5526.6,5289.1,0.51,5527.11,5527.11,5289.61
